,rewardSum,profit,guessedRightCnt,guessedWrongCnt,guessUpCnt,guessDownCnt,guessSkipCnt,guessCnt
0,-0.65,105.0,10.0,10.0,20.0,0.0,8.0,28.0
1,2.0500000000000007,63.0,12.0,10.0,22.0,0.0,7.0,29.0
2,-3.9399999999999995,-190.0,8.0,10.0,18.0,0.0,8.0,26.0
3,-0.32000000000000006,-75.0,7.0,10.0,17.0,0.0,7.0,24.0
4,-0.08000000000000028,-78.0,8.0,10.0,18.0,0.0,5.0,23.0
5,2.2100000000000004,35023.0,16.0,10.0,26.0,0.0,8.0,34.0
6,4.5,8.0,6.0,10.0,16.0,0.0,15.0,31.0
7,-0.12999999999999978,-83.0,12.0,10.0,22.0,0.0,10.0,32.0
8,-0.4599999999999999,-69.0,10.0,10.0,20.0,0.0,9.0,29.0
9,-1.18,-12.0,5.0,10.0,15.0,0.0,12.0,27.0
10,1.6900000000000002,25432.0,16.0,10.0,26.0,0.0,20.0,46.0
11,0.38,-109.0,10.0,10.0,20.0,0.0,13.0,33.0
12,-3.6499999999999995,-85.0,4.0,10.0,14.0,0.0,8.0,22.0
13,-2.2699999999999996,1.0,8.0,10.0,18.0,0.0,4.0,22.0
14,-0.6999999999999998,-59.0,8.0,10.0,18.0,0.0,14.0,32.0
15,-1.5800000000000003,-68.0,7.0,10.0,17.0,0.0,7.0,24.0
16,1.8099999999999998,58694.0,19.0,10.0,29.0,0.0,17.0,46.0
17,1.0499999999999998,28903.0,16.0,10.0,26.0,0.0,2.0,28.0
18,-1.74,-252.0,9.0,10.0,19.0,0.0,10.0,29.0
19,1.7800000000000002,22402.0,13.0,10.0,23.0,0.0,3.0,26.0
20,-3.1000000000000005,-117.0,6.0,10.0,16.0,0.0,8.0,24.0
21,1.8199999999999994,-208.0,13.0,10.0,23.0,0.0,12.0,35.0
22,0.52,39.0,9.0,10.0,19.0,0.0,7.0,26.0
23,4.909999999999999,15877.0,17.0,10.0,27.0,0.0,5.0,32.0
24,-0.19999999999999968,-1022.0,12.0,10.0,22.0,0.0,13.0,35.0
25,3.98,42789.0,18.0,10.0,28.0,0.0,21.0,49.0
26,2.05,129.0,12.0,10.0,22.0,0.0,6.0,28.0
27,5.540000000000001,172.0,10.0,10.0,20.0,0.0,14.0,34.0
28,1.1699999999999997,-58.0,10.0,10.0,20.0,0.0,13.0,33.0
29,-4.6499999999999995,-57.0,1.0,10.0,11.0,0.0,9.0,20.0
30,-1.1799999999999995,-78.0,9.0,10.0,19.0,0.0,7.0,26.0
31,1.65,551.0,11.0,10.0,22.0,0.0,8.0,30.0
32,0.5900000000000001,105.0,12.0,10.0,22.0,0.0,6.0,28.0
33,-0.9400000000000002,-59.0,9.0,10.0,19.0,0.0,7.0,26.0
34,-4.6499999999999995,-57.0,1.0,10.0,11.0,0.0,14.0,25.0
35,-2.21,-550.0,8.0,10.0,18.0,0.0,6.0,24.0
36,-2.05,-914.0,10.0,10.0,20.0,0.0,9.0,29.0
37,-4.1899999999999995,-140.0,4.0,10.0,14.0,0.0,2.0,16.0
38,-0.3899999999999998,-62.0,11.0,10.0,21.0,0.0,15.0,36.0
39,0.09000000000000008,-79.0,7.0,10.0,17.0,0.0,4.0,21.0
