,sumPercent,rewardSum,profit,guessedRightCnt,guessedWrongCnt,guessUpCnt,guessDownCnt,guessSkipCnt,guessCnt
0,5.426799999999979,-37.83229999999999,-11.73910000000069,70.0,75.0,0.0,145.0,21.0,167.0
1,5.260400000000004,-16.019400000000005,-16.417999999999665,67.0,72.0,0.0,139.0,28.0,167.0
2,-1.9847000000000143,-17.907799999999998,-3.537800000000061,82.0,77.0,0.0,159.0,7.0,167.0
3,2.5730999999999895,-28.223000000000006,-7.701399999999921,75.0,76.0,0.0,151.0,14.0,167.0
4,7.903099999999995,-17.828000000000003,-16.640299999999115,65.0,72.0,0.0,137.0,29.0,167.0
5,-2.0096000000000167,-17.9114,-4.087600000000748,81.0,77.0,0.0,158.0,8.0,167.0
6,-10.490999999999989,-22.819500000000005,-7.535299999999552,79.0,75.0,0.0,154.0,13.0,167.0
7,-2.2486000000000175,-17.907799999999998,-3.537800000000061,82.0,77.0,0.0,159.0,7.0,167.0
8,2.546900000000008,-24.8479,-6.527200000000448,77.0,77.0,0.0,154.0,13.0,167.0
9,-1.9952000000000183,-17.907799999999998,-4.087600000000748,82.0,76.0,0.0,158.0,8.0,167.0
10,0.7253999999999934,-19.084999999999997,-11.816100000000006,66.0,79.0,0.0,145.0,22.0,167.0
11,-1.2363,-19.1856,-6.386699999999109,77.0,77.0,0.0,154.0,12.0,167.0
12,2.7107999999999954,-16.7286,-14.106200000000172,66.0,76.0,0.0,142.0,25.0,167.0
13,-6.379900000000003,-20.5441,-6.051900000000387,76.0,79.0,0.0,155.0,11.0,167.0
14,-1.1193000000000275,-18.7913,-4.643400000000838,79.0,78.0,0.0,157.0,9.0,167.0
15,5.9099999999999895,-29.971000000000007,-6.290499999999156,73.0,80.0,0.0,153.0,12.0,167.0
16,0.597699999999989,-15.619499999999997,-7.5627000000004045,73.0,79.0,0.0,152.0,14.0,167.0
17,4.577200000000005,-26.8734,-8.225099999999657,74.0,76.0,0.0,150.0,15.0,167.0
18,3.8006000000000135,-24.272900000000007,-5.844199999999546,74.0,81.0,0.0,155.0,12.0,167.0
19,3.310899999999993,-27.57550000000001,-7.2497999999995955,73.0,78.0,0.0,151.0,14.0,167.0
20,5.7408,-19.284300000000005,-13.07719999999972,69.0,74.0,0.0,143.0,23.0,167.0
21,-1.2835000000000178,-18.1897,-5.300100000000384,80.0,76.0,0.0,156.0,10.0,167.0
22,-13.468399999999995,-21.775099999999995,-8.678200000000288,77.0,75.0,0.0,152.0,15.0,167.0
23,-15.736800000000024,-18.092800000000004,-10.480100000000675,78.0,71.0,0.0,149.0,18.0,167.0
24,5.142999999999994,-35.94020000000001,-11.73910000000069,73.0,72.0,0.0,145.0,21.0,167.0
25,4.6419999999999995,-20.272999999999993,-10.942300000000614,69.0,78.0,0.0,147.0,20.0,167.0
26,-1.1084000000000067,-16.756600000000002,-14.106200000000172,69.0,73.0,0.0,142.0,25.0,167.0
27,7.996000000000002,-17.533200000000004,-15.055200000000696,65.0,75.0,0.0,140.0,26.0,167.0
28,3.1496999999999957,-25.457499999999996,-6.265999999999622,79.0,76.0,0.0,155.0,12.0,167.0
29,2.6307000000000045,-25.286099999999998,-6.527200000000448,77.0,77.0,0.0,154.0,13.0,167.0
30,-6.99260000000001,-20.675899999999995,-5.464700000000448,75.0,81.0,0.0,156.0,10.0,167.0
31,2.987000000000002,-33.100600000000014,-11.717099999999846,73.0,72.0,0.0,145.0,21.0,167.0
32,3.0767999999999702,-38.15039999999998,-11.466500000000451,70.0,76.0,0.0,146.0,21.0,167.0
33,2.772000000000009,-23.085500000000003,-7.5974999999998545,74.0,78.0,0.0,152.0,15.0,167.0
34,1.815100000000001,-17.604499999999998,-11.241400000000795,70.0,77.0,0.0,147.0,20.0,167.0
35,-0.6241000000000092,-14.809999999999997,-7.5627000000004045,72.0,80.0,0.0,152.0,14.0,167.0
36,-0.5942000000000114,-16.973,-14.106200000000172,69.0,73.0,0.0,142.0,25.0,167.0
37,5.686599999999977,-36.398,-11.73910000000069,68.0,77.0,0.0,145.0,21.0,167.0
38,-0.8274000000000044,-17.7736,-5.215500000000247,77.0,79.0,0.0,156.0,10.0,167.0
39,-8.350500000000025,-21.480699999999995,-5.464700000000448,76.0,80.0,0.0,156.0,10.0,167.0
40,5.609499999999976,-37.316399999999994,-11.73910000000069,68.0,77.0,0.0,145.0,21.0,167.0
