,rewardSum,profit,guessedRightCnt,guessedWrongCnt,skipCnt,guessCnt
0,0.0,-38.0,0.0,0.0,3.0,80.0
1,0.0,24.0,0.0,0.0,2.0,72.0
2,0.0,0.0,0.0,0.0,1.0,4.0
3,0.0,8.0,0.0,0.0,3.0,75.0
4,0.0,23.0,0.0,0.0,3.0,73.0
5,0.0,-17.0,0.0,0.0,2.0,79.0
6,0.0,20.0,0.0,0.0,0.0,71.0
7,0.0,5.0,0.0,0.0,1.0,72.0
8,0.0,31.0,0.0,0.0,3.0,77.0
9,1.0,30.0,1.0,0.0,1.0,73.0
10,0.0,19.0,0.0,0.0,1.0,10.0
11,-1.0,0.0,0.0,1.0,0.0,6.0
12,0.0,-5.0,0.0,0.0,4.0,22.0
13,0.0,0.0,0.0,0.0,1.0,9.0
14,0.0,0.0,0.0,0.0,0.0,1.0
15,0.0,-22.0,0.0,0.0,4.0,58.0
16,0.0,1.0,0.0,0.0,3.0,46.0
17,0.0,25.0,0.0,0.0,0.0,75.0
18,0.0,-19.0,0.0,0.0,1.0,44.0
19,0.0,35.0,0.0,0.0,2.0,79.0
20,0.0,0.0,0.0,0.0,1.0,4.0
21,0.0,23.0,0.0,0.0,3.0,65.0
22,0.0,32.0,0.0,0.0,0.0,73.0
23,0.0,-12.0,0.0,0.0,2.0,50.0
24,0.0,26.0,0.0,0.0,0.0,80.0
25,0.0,39.0,0.0,0.0,4.0,44.0
26,0.0,-20.0,0.0,0.0,1.0,60.0
27,0.0,14.0,0.0,0.0,1.0,74.0
28,0.0,54.0,0.0,0.0,3.0,22.0
29,-1.0,32.0,0.0,1.0,4.0,13.0
30,0.0,-22.0,0.0,0.0,4.0,61.0
31,0.0,-5.0,0.0,0.0,4.0,17.0
32,0.0,29.0,0.0,0.0,1.0,77.0
33,0.0,3.0,0.0,0.0,1.0,71.0
34,0.0,26.0,0.0,0.0,1.0,74.0
35,0.0,19.0,0.0,0.0,0.0,74.0
36,0.0,15.0,0.0,0.0,1.0,73.0
37,0.0,40.0,0.0,0.0,4.0,51.0
38,0.0,-17.0,0.0,0.0,2.0,71.0
39,0.0,-21.0,0.0,0.0,2.0,80.0
40,0.0,-9.0,0.0,0.0,2.0,80.0
41,0.0,39.0,0.0,0.0,4.0,46.0
42,0.0,41.0,0.0,0.0,2.0,22.0
43,0.0,-15.0,0.0,0.0,2.0,72.0
44,1.0,-17.0,1.0,0.0,1.0,7.0
45,0.0,-13.0,0.0,0.0,3.0,77.0
46,0.0,-17.0,0.0,0.0,2.0,7.0
47,0.0,-25.0,0.0,0.0,1.0,10.0
48,0.0,0.0,0.0,0.0,1.0,1.0
49,0.0,-20.0,0.0,0.0,2.0,76.0
50,0.0,8.0,0.0,0.0,3.0,65.0
51,0.0,-25.0,0.0,0.0,2.0,12.0
52,-1.0,39.0,3.0,4.0,1.0,36.0
53,1.0,-26.0,1.0,0.0,1.0,15.0
54,-1.0,16.0,1.0,2.0,0.0,78.0
55,-2.0,10.0,0.0,2.0,0.0,79.0
56,-1.0,18.0,0.0,1.0,1.0,7.0
57,0.0,-5.0,1.0,1.0,0.0,76.0
58,2.0,-18.0,2.0,0.0,1.0,74.0
59,0.0,25.0,0.0,0.0,0.0,72.0
60,0.0,12.0,1.0,1.0,0.0,72.0
61,0.0,0.0,0.0,0.0,1.0,1.0
62,0.0,0.0,0.0,0.0,1.0,1.0
63,1.0,-20.0,1.0,0.0,0.0,22.0
64,-1.0,10.0,0.0,1.0,0.0,75.0
65,-1.0,17.0,1.0,2.0,0.0,73.0
66,-1.0,21.0,0.0,1.0,0.0,8.0
67,0.0,0.0,0.0,0.0,2.0,5.0
68,0.0,15.0,0.0,0.0,0.0,75.0
69,0.0,14.0,0.0,0.0,0.0,73.0
70,-1.0,12.0,0.0,1.0,1.0,18.0
71,0.0,0.0,0.0,0.0,1.0,9.0
72,0.0,0.0,0.0,0.0,0.0,1.0
73,-1.0,17.0,1.0,2.0,0.0,72.0
74,1.0,-17.0,2.0,1.0,0.0,51.0
75,1.0,-22.0,1.0,0.0,0.0,11.0
76,-2.0,26.0,0.0,2.0,0.0,80.0
77,1.0,-7.0,1.0,0.0,0.0,50.0
78,-1.0,1.0,0.0,1.0,0.0,78.0
79,-1.0,-3.0,0.0,1.0,0.0,76.0
80,0.0,-13.0,2.0,2.0,0.0,68.0
81,0.0,15.0,0.0,0.0,0.0,74.0
82,1.0,-21.0,1.0,0.0,0.0,13.0
83,-1.0,17.0,0.0,1.0,0.0,78.0
84,-1.0,8.0,1.0,2.0,0.0,72.0
