,rewardSum,profit,guessedRightCnt,guessedWrongCnt,guessUpCnt,guessDownCnt,guessSkipCnt,guessCnt
0,-2.9199999999999995,0.0,7.0,10.0,11.0,6.0,4.0,21.0
1,-1.2200000000000002,0.0,6.0,10.0,7.0,9.0,12.0,28.0
2,-5.65,0.0,6.0,10.0,7.0,9.0,9.0,25.0
3,-1.1800000000000004,0.0,10.0,10.0,14.0,6.0,6.0,26.0
4,1.8300000000000003,0.0,9.0,10.0,10.0,9.0,16.0,35.0
5,-1.0799999999999998,0.0,16.0,10.0,15.0,11.0,13.0,39.0
6,-3.1399999999999992,0.0,11.0,10.0,9.0,12.0,7.0,28.0
7,4.639999999999998,0.0,9.0,10.0,10.0,9.0,7.0,26.0
8,-2.92,0.0,3.0,10.0,4.0,9.0,6.0,19.0
9,2.82,0.0,9.0,10.0,5.0,14.0,6.0,25.0
10,1.2999999999999998,0.0,9.0,10.0,9.0,10.0,7.0,26.0
11,-1.87,0.0,6.0,10.0,10.0,6.0,10.0,26.0
12,-12.53,0.0,9.0,10.0,7.0,12.0,14.0,33.0
13,2.8599999999999994,0.0,12.0,10.0,13.0,9.0,6.0,28.0
14,2.1399999999999997,0.0,7.0,10.0,6.0,11.0,6.0,23.0
15,-1.9000000000000004,0.0,12.0,10.0,8.0,14.0,13.0,35.0
16,-5.69,0.0,10.0,10.0,11.0,9.0,2.0,22.0
17,3.1,0.0,12.0,10.0,12.0,10.0,13.0,35.0
18,1.7299999999999998,0.0,11.0,10.0,13.0,9.0,7.0,29.0
19,0.10000000000000014,0.0,8.0,10.0,11.0,7.0,13.0,31.0
20,-2.4499999999999997,0.0,2.0,10.0,6.0,6.0,7.0,19.0
21,-1.5000000000000018,0.0,11.0,10.0,10.0,11.0,12.0,33.0
22,-4.070000000000001,0.0,10.0,10.0,7.0,13.0,5.0,25.0
23,1.1299999999999997,0.0,10.0,10.0,16.0,4.0,13.0,33.0
24,-2.0599999999999996,0.0,12.0,10.0,9.0,13.0,11.0,33.0
25,-0.6400000000000001,0.0,14.0,10.0,13.0,11.0,11.0,35.0
26,0.7599999999999998,0.0,8.0,10.0,3.0,15.0,7.0,25.0
27,-0.2500000000000001,0.0,7.0,10.0,9.0,8.0,8.0,25.0
28,-2.3000000000000003,0.0,6.0,10.0,6.0,10.0,13.0,29.0
29,-6.68,0.0,4.0,10.0,7.0,7.0,18.0,32.0
30,5.879999999999999,0.0,12.0,10.0,11.0,11.0,18.0,40.0
31,-1.12,0.0,8.0,10.0,7.0,11.0,14.0,32.0
32,1.9099999999999997,0.0,7.0,10.0,10.0,7.0,8.0,25.0
33,0.53,0.0,8.0,10.0,12.0,6.0,11.0,29.0
34,-8.66,0.0,4.0,10.0,5.0,9.0,10.0,24.0
35,11.549999999999999,0.0,16.0,10.0,15.0,11.0,10.0,36.0
36,-1.2800000000000002,0.0,5.0,10.0,7.0,8.0,4.0,19.0
37,3.9899999999999984,0.0,11.0,10.0,15.0,6.0,6.0,27.0
38,2.4200000000000004,0.0,22.0,10.0,15.0,17.0,11.0,43.0
39,-5.0,0.0,3.0,10.0,7.0,6.0,7.0,20.0
40,-2.3,0.0,10.0,10.0,7.0,13.0,10.0,30.0
41,1.6700000000000006,0.0,9.0,10.0,11.0,8.0,10.0,29.0
42,5.49,0.0,11.0,10.0,12.0,9.0,11.0,32.0
43,-2.4499999999999997,0.0,6.0,10.0,8.0,9.0,8.0,25.0
44,0.9600000000000004,0.0,12.0,10.0,6.0,16.0,6.0,28.0
45,1.1899999999999995,0.0,14.0,10.0,13.0,11.0,10.0,34.0
46,0.4200000000000005,0.0,18.0,10.0,12.0,16.0,18.0,46.0
47,-0.6799999999999993,0.0,14.0,10.0,10.0,14.0,8.0,32.0
48,-1.9100000000000006,0.0,5.0,10.0,10.0,5.0,5.0,20.0
49,0.6499999999999998,0.0,8.0,10.0,7.0,12.0,14.0,33.0
50,-7.02,0.0,12.0,10.0,14.0,8.0,13.0,35.0
51,10.319999999999999,0.0,20.0,10.0,15.0,15.0,11.0,41.0
52,0.1999999999999995,0.0,10.0,10.0,14.0,6.0,11.0,31.0
53,4.59,0.0,15.0,10.0,12.0,13.0,9.0,34.0
54,-6.300000000000001,0.0,9.0,10.0,11.0,8.0,12.0,31.0
55,-0.029999999999997584,0.0,12.0,10.0,15.0,7.0,6.0,28.0
56,-3.1799999999999997,0.0,10.0,10.0,13.0,7.0,11.0,31.0
57,1.0200000000000002,0.0,14.0,10.0,9.0,15.0,10.0,34.0
58,-1.55,0.0,5.0,10.0,12.0,3.0,3.0,18.0
59,-1.5900000000000003,0.0,7.0,10.0,10.0,7.0,16.0,33.0
60,7.749999999999998,0.0,11.0,10.0,11.0,10.0,12.0,33.0
61,2.6400000000000006,0.0,7.0,10.0,11.0,6.0,7.0,24.0
62,-2.03,0.0,14.0,10.0,15.0,9.0,14.0,38.0
63,-2.2899999999999996,0.0,6.0,10.0,6.0,10.0,12.0,28.0
64,0.21999999999999997,0.0,7.0,10.0,10.0,7.0,13.0,30.0
65,-8.65,0.0,12.0,10.0,10.0,12.0,14.0,36.0
66,10.57,0.0,16.0,10.0,15.0,11.0,12.0,38.0
67,3.4799999999999995,0.0,13.0,10.0,13.0,10.0,20.0,43.0
68,-1.9200000000000004,0.0,9.0,10.0,10.0,9.0,14.0,33.0
69,0.6300000000000003,0.0,11.0,10.0,7.0,14.0,7.0,28.0
70,2.08,0.0,12.0,10.0,13.0,9.0,13.0,35.0
71,-1.0599999999999996,0.0,9.0,10.0,8.0,11.0,14.0,33.0
72,3.8800000000000003,0.0,14.0,10.0,9.0,15.0,12.0,36.0
73,1.5199999999999994,0.0,7.0,10.0,10.0,7.0,4.0,21.0
74,5.06,0.0,12.0,10.0,9.0,13.0,18.0,40.0
75,-6.84,0.0,4.0,10.0,8.0,6.0,6.0,20.0
76,0.7899999999999998,0.0,8.0,10.0,12.0,6.0,8.0,26.0
77,7.369999999999999,0.0,9.0,10.0,9.0,10.0,8.0,27.0
78,-1.7899999999999998,0.0,7.0,10.0,9.0,8.0,7.0,24.0
79,-1.4999999999999991,0.0,5.0,10.0,10.0,5.0,9.0,24.0
80,0.2,0.0,10.0,10.0,4.0,16.0,9.0,29.0
81,2.94,0.0,9.0,10.0,11.0,8.0,6.0,25.0
82,1.58,0.0,10.0,10.0,9.0,11.0,7.0,27.0
83,-3.81,0.0,7.0,10.0,7.0,10.0,11.0,28.0
84,5.089999999999999,0.0,9.0,10.0,6.0,13.0,6.0,25.0
85,3.6100000000000003,0.0,16.0,10.0,12.0,14.0,11.0,37.0
86,-2.9299999999999997,0.0,3.0,10.0,6.0,7.0,3.0,16.0
87,-2.95,0.0,4.0,10.0,6.0,8.0,7.0,21.0
88,0.09000000000000022,0.0,10.0,10.0,9.0,11.0,8.0,28.0
89,7.580000000000002,0.0,10.0,10.0,8.0,12.0,5.0,25.0
90,1.3099999999999996,0.0,10.0,10.0,9.0,11.0,6.0,26.0
91,9.14,0.0,15.0,10.0,12.0,13.0,9.0,34.0
92,-0.4800000000000002,0.0,11.0,10.0,6.0,15.0,10.0,31.0
93,-8.950000000000005,0.0,15.0,10.0,11.0,14.0,8.0,33.0
94,-0.30999999999999966,0.0,4.0,10.0,5.0,9.0,6.0,20.0
95,3.6199999999999983,0.0,13.0,10.0,11.0,12.0,8.0,31.0
96,2.5900000000000016,0.0,15.0,10.0,14.0,11.0,7.0,32.0
97,0.49999999999999994,0.0,10.0,10.0,12.0,8.0,10.0,30.0
98,4.4399999999999995,0.0,12.0,10.0,11.0,11.0,15.0,37.0
99,-0.9100000000000015,0.0,8.0,10.0,9.0,9.0,16.0,34.0
100,0.6099999999999999,0.0,8.0,10.0,6.0,12.0,3.0,21.0
101,0.04000000000000048,0.0,13.0,10.0,15.0,8.0,13.0,36.0
102,3.649999999999999,0.0,17.0,10.0,14.0,13.0,20.0,47.0
103,-0.6000000000000005,0.0,7.0,10.0,13.0,4.0,8.0,25.0
104,1.1200000000000003,0.0,10.0,10.0,10.0,10.0,13.0,33.0
105,1.1899999999999995,0.0,11.0,10.0,15.0,6.0,4.0,25.0
106,0.35999999999999993,0.0,8.0,10.0,11.0,7.0,11.0,29.0
107,0.29999999999999993,0.0,10.0,10.0,9.0,11.0,9.0,29.0
108,2.0300000000000002,0.0,14.0,10.0,10.0,14.0,7.0,31.0
109,-1.32,0.0,10.0,10.0,6.0,14.0,10.0,30.0
110,-1.870000000000001,0.0,11.0,10.0,9.0,12.0,11.0,32.0
111,-0.96,0.0,3.0,10.0,7.0,6.0,5.0,18.0
112,1.4500000000000006,0.0,8.0,10.0,11.0,7.0,9.0,27.0
113,-0.4500000000000002,0.0,10.0,10.0,9.0,11.0,18.0,38.0
114,-4.35,0.0,4.0,10.0,9.0,5.0,10.0,24.0
115,-5.650000000000001,0.0,3.0,10.0,7.0,6.0,11.0,24.0
116,-2.83,0.0,9.0,10.0,9.0,10.0,9.0,28.0
117,-3.05,0.0,7.0,10.0,9.0,8.0,14.0,31.0
118,-5.630000000000001,0.0,3.0,10.0,7.0,6.0,6.0,19.0
119,-3.5199999999999996,0.0,8.0,10.0,5.0,13.0,7.0,25.0
120,-3.2099999999999995,0.0,7.0,10.0,8.0,9.0,9.0,26.0
121,0.59,0.0,7.0,10.0,9.0,8.0,9.0,26.0
122,0.4599999999999994,0.0,11.0,10.0,16.0,5.0,7.0,28.0
