,sumPercent,rewardSum,profit,guessedRightCnt,guessedWrongCnt,guessUpCnt,guessDownCnt,guessSkipCnt,guessCnt
0,6.434900000000001,7.883800000000002,-5.046299999999974,14.0,10.0,16.0,8.0,3.0,28.0
1,-1.2925999999999993,-0.0858,-10.667499999999563,9.0,10.0,15.0,4.0,7.0,26.0
2,-4.233800000000001,-2.4529,-6.910700000000361,7.0,10.0,12.0,5.0,7.0,24.0
3,2.6055,2.5543000000000005,-6.893799999999828,15.0,10.0,12.0,13.0,6.0,31.0
4,5.097999999999999,-1.3226999999999998,-4.340799999999945,8.0,10.0,9.0,9.0,18.0,36.0
5,-1.087,-0.4122,-6.344999999999345,8.0,10.0,13.0,5.0,6.0,24.0
6,4.485000000000002,-7.323099999999999,-3.9200999999993655,4.0,10.0,8.0,6.0,8.0,22.0
7,3.3308999999999997,-2.2604999999999995,-5.814800000000105,9.0,10.0,12.0,7.0,16.0,35.0
8,-0.5564,-3.3701000000000003,-8.30409999999938,10.0,10.0,15.0,5.0,8.0,28.0
9,0.10670000000000046,1.0220999999999996,-10.549600000000282,14.0,10.0,22.0,2.0,7.0,31.0
10,3.232299999999999,-0.8948999999999999,-5.615700000000288,15.0,10.0,10.0,15.0,12.0,37.0
11,-1.9416000000000007,-1.2081,-9.456700000000637,10.0,10.0,17.0,3.0,7.0,27.0
12,5.7391000000000005,-3.7462,-3.149600000000646,4.0,10.0,6.0,8.0,6.0,20.0
13,-4.7497,-3.6417999999999995,-4.086199999999735,4.0,10.0,7.0,7.0,6.0,20.0
14,1.4625000000000004,0.8814000000000002,-8.163399999999456,7.0,10.0,13.0,4.0,12.0,29.0
15,3.412899999999999,2.0737000000000005,-6.697099999999409,14.0,10.0,12.0,12.0,8.0,32.0
16,-2.1479,-1.3315000000000001,-7.481599999999162,10.0,10.0,15.0,5.0,5.0,25.0
17,0.9747999999999997,0.34909999999999985,-11.255499999999302,15.0,10.0,21.0,4.0,4.0,29.0
18,-4.818499999999999,-0.02970000000000006,-11.001800000000003,15.0,10.0,21.0,4.0,12.0,37.0
19,1.5825000000000014,0.3913000000000003,-7.132499999999709,10.0,10.0,13.0,7.0,12.0,32.0
20,-13.5536,-7.7658,-6.919099999999162,5.0,10.0,11.0,4.0,5.0,20.0
21,0.3785000000000016,1.8604000000000003,-5.777299999999741,10.0,10.0,10.0,10.0,12.0,33.0
22,-1.7679,-1.3047,-8.381499999999505,10.0,10.0,17.0,3.0,9.0,29.0
23,-1.7678999999999996,0.23950000000000024,-6.885399999999208,8.0,10.0,14.0,4.0,3.0,21.0
24,-0.4048000000000007,-1.0473999999999999,-10.043499999999767,10.0,10.0,17.0,3.0,8.0,28.0
25,4.153700000000001,0.9146999999999998,-8.490599999999176,15.0,10.0,15.0,10.0,10.0,35.0
26,0.9747999999999997,0.34909999999999985,-11.255499999999302,15.0,10.0,21.0,4.0,4.0,29.0
27,0.6894999999999998,1.3669999999999995,-3.9056000000000495,13.0,10.0,7.0,16.0,8.0,32.0
28,0.23360000000000047,0.5921000000000001,-8.540399999999863,9.0,10.0,18.0,1.0,8.0,27.0
29,-3.477199999999999,-1.6316,-5.342000000000553,11.0,10.0,9.0,12.0,10.0,31.0
30,1.8504999999999998,-0.579,-4.40480000000025,11.0,10.0,8.0,13.0,11.0,32.0
31,-2.5017000000000005,-3.2575000000000003,-6.502300000000105,6.0,10.0,14.0,2.0,5.0,21.0
32,0.8296999999999999,-1.6664,-3.379899999999907,3.0,10.0,6.0,7.0,2.0,15.0
33,2.3213000000000017,0.9629999999999997,-11.404599999999846,20.0,10.0,21.0,9.0,16.0,46.0
34,-3.972799999999999,-1.3982,-9.482900000000882,13.0,10.0,17.0,6.0,10.0,33.0
35,-0.5404,-1.2099000000000002,-1.8405999999995402,4.0,10.0,3.0,11.0,2.0,16.0
36,-0.5701999999999989,-2.2455000000000003,-5.5504000000000815,8.0,10.0,17.0,1.0,18.0,36.0
37,1.3465000000000003,1.3659,-10.263100000000122,10.0,10.0,18.0,2.0,7.0,27.0
38,-0.2043999999999997,0.20959999999999968,-7.432699999999386,16.0,10.0,23.0,3.0,6.0,32.0
39,2.6759000000000004,1.4466000000000003,-5.88169999999991,13.0,10.0,11.0,12.0,5.0,28.0
40,1.9366000000000003,4.084199999999999,-10.169200000000274,23.0,10.0,20.0,13.0,9.0,42.0
41,-1.5249000000000006,-1.2028,-6.418100000000777,8.0,10.0,12.0,6.0,17.0,35.0
42,-3.611100000000001,-1.8864999999999998,-7.082500000000437,8.0,10.0,13.0,5.0,12.0,30.0
43,-3.6668999999999996,4.7848,-5.879499999999098,7.0,10.0,10.0,7.0,8.0,25.0
44,0.49990000000000023,1.8064,-2.488499999999476,8.0,10.0,4.0,14.0,5.0,23.0
45,-0.0671999999999997,-0.9684000000000001,-2.5161000000007334,8.0,10.0,5.0,13.0,7.0,25.0
46,4.734499999999999,1.4825999999999995,-8.919400000000678,17.0,10.0,16.0,11.0,12.0,39.0
47,-3.8219999999999987,-1.1121,-9.708000000000538,14.0,10.0,17.0,7.0,10.0,34.0
48,0.9737,0.5862999999999999,-11.255499999999302,15.0,10.0,21.0,4.0,3.0,28.0
49,1.7688,-1.2844,-5.53269999999975,4.0,10.0,11.0,3.0,1.0,15.0
50,-0.23760000000000003,0.09560000000000002,-8.553400000000693,9.0,10.0,17.0,2.0,7.0,26.0
51,3.5880999999999994,-1.2909999999999997,-6.123600000000806,11.0,10.0,12.0,9.0,14.0,36.0
