,rewardSum,profit,guessedRightCnt,guessedWrongCnt,skipCnt,guessCnt
311,0.0,16.0,1.0,1.0,1.0,78.0
312,0.0,14.0,0.0,0.0,0.0,79.0
313,0.0,2.0,1.0,1.0,0.0,53.0
314,0.0,18.0,0.0,0.0,0.0,72.0
315,-3.0,24.0,0.0,3.0,1.0,11.0
316,-1.0,7.0,1.0,2.0,0.0,75.0
317,0.0,0.0,1.0,1.0,0.0,75.0
318,2.0,-9.0,2.0,0.0,1.0,78.0
319,-3.0,37.0,0.0,3.0,0.0,31.0
320,-1.0,15.0,1.0,2.0,0.0,74.0
321,0.0,12.0,1.0,1.0,0.0,79.0
322,1.0,0.0,1.0,0.0,0.0,2.0
323,-1.0,12.0,0.0,1.0,0.0,11.0
324,2.0,-19.0,2.0,0.0,1.0,79.0
325,0.0,16.0,0.0,0.0,0.0,71.0
326,0.0,0.0,0.0,0.0,2.0,10.0
327,-1.0,0.0,0.0,1.0,0.0,1.0
328,1.0,-16.0,1.0,0.0,0.0,24.0
329,0.0,-1.0,1.0,1.0,0.0,79.0
330,0.0,22.0,0.0,0.0,0.0,71.0
331,0.0,12.0,0.0,0.0,0.0,72.0
332,1.0,-16.0,1.0,0.0,0.0,18.0
333,-1.0,16.0,1.0,2.0,0.0,71.0
334,-1.0,14.0,0.0,1.0,0.0,16.0
335,-1.0,18.0,1.0,2.0,0.0,74.0
336,0.0,10.0,1.0,1.0,0.0,73.0
337,-1.0,17.0,0.0,1.0,0.0,79.0
338,-2.0,21.0,1.0,3.0,1.0,48.0
339,-1.0,13.0,0.0,1.0,1.0,22.0
340,0.0,-11.0,2.0,2.0,1.0,63.0
341,2.0,-22.0,3.0,1.0,0.0,57.0
342,-1.0,11.0,0.0,1.0,0.0,14.0
343,1.0,-11.0,1.0,0.0,0.0,59.0
344,-1.0,0.0,1.0,2.0,1.0,14.0
345,0.0,0.0,0.0,0.0,1.0,4.0
346,-1.0,38.0,2.0,3.0,1.0,32.0
347,-1.0,20.0,0.0,1.0,0.0,50.0
348,1.0,-22.0,1.0,0.0,1.0,13.0
349,-1.0,13.0,0.0,1.0,0.0,19.0
350,1.0,-22.0,1.0,0.0,1.0,9.0
351,0.0,0.0,1.0,1.0,0.0,74.0
352,2.0,-13.0,2.0,0.0,0.0,72.0
353,1.0,-7.0,1.0,0.0,0.0,60.0
354,3.0,-23.0,3.0,0.0,0.0,60.0
355,1.0,-10.0,1.0,0.0,1.0,79.0
356,1.0,-21.0,1.0,0.0,0.0,13.0
357,-2.0,14.0,0.0,2.0,1.0,79.0
358,2.0,-22.0,2.0,0.0,0.0,71.0
359,0.0,-7.0,1.0,1.0,0.0,73.0
360,1.0,-13.0,1.0,0.0,0.0,72.0
361,-1.0,0.0,0.0,1.0,0.0,2.0
362,-1.0,17.0,0.0,1.0,0.0,74.0
363,1.0,-16.0,1.0,0.0,0.0,11.0
364,2.0,-19.0,2.0,0.0,0.0,72.0
365,0.0,-1.0,1.0,1.0,0.0,46.0
366,-2.0,27.0,1.0,3.0,0.0,51.0
367,-1.0,15.0,0.0,1.0,0.0,35.0
368,0.0,0.0,0.0,0.0,1.0,3.0
369,0.0,-10.0,2.0,2.0,0.0,59.0
370,0.0,0.0,1.0,1.0,0.0,74.0
371,0.0,9.0,1.0,1.0,1.0,80.0
372,-2.0,6.0,0.0,2.0,1.0,78.0
373,-1.0,15.0,0.0,1.0,0.0,9.0
374,-1.0,13.0,0.0,1.0,1.0,37.0
375,-1.0,19.0,1.0,2.0,0.0,74.0
376,-1.0,15.0,0.0,1.0,0.0,14.0
377,-2.0,22.0,1.0,3.0,2.0,56.0
378,-1.0,7.0,0.0,1.0,1.0,74.0
379,0.0,0.0,0.0,0.0,1.0,7.0
380,0.0,0.0,0.0,0.0,2.0,7.0
381,1.0,-17.0,1.0,0.0,0.0,20.0
382,1.0,-14.0,1.0,0.0,1.0,32.0
383,-2.0,19.0,1.0,3.0,0.0,53.0
384,-1.0,14.0,0.0,1.0,0.0,31.0
385,1.0,-14.0,1.0,0.0,0.0,25.0
386,-1.0,14.0,0.0,1.0,0.0,35.0
387,0.0,-13.0,2.0,2.0,0.0,66.0
388,1.0,-16.0,2.0,1.0,0.0,54.0
389,0.0,-2.0,1.0,1.0,1.0,74.0
390,-1.0,11.0,0.0,1.0,0.0,39.0
391,-1.0,16.0,0.0,1.0,0.0,42.0
392,-1.0,14.0,0.0,1.0,0.0,22.0
393,0.0,2.0,1.0,1.0,0.0,42.0
394,1.0,-14.0,1.0,0.0,0.0,27.0
395,-1.0,5.0,0.0,1.0,0.0,14.0
396,-1.0,19.0,0.0,1.0,0.0,10.0
397,-1.0,38.0,3.0,4.0,1.0,35.0
398,0.0,15.0,0.0,0.0,0.0,72.0
399,0.0,-4.0,1.0,1.0,1.0,55.0
400,1.0,-17.0,1.0,0.0,0.0,24.0
401,1.0,-14.0,1.0,0.0,0.0,21.0
402,-1.0,15.0,0.0,1.0,0.0,29.0
403,0.0,-5.0,1.0,1.0,1.0,74.0
404,0.0,8.0,2.0,2.0,1.0,13.0
405,0.0,1.0,1.0,1.0,0.0,71.0
406,0.0,0.0,1.0,1.0,1.0,74.0
407,-1.0,20.0,0.0,1.0,1.0,77.0
408,0.0,2.0,1.0,1.0,0.0,61.0
409,-1.0,25.0,0.0,1.0,0.0,24.0
410,-1.0,10.0,0.0,1.0,1.0,23.0
411,-2.0,12.0,0.0,2.0,0.0,78.0
412,-1.0,1.0,0.0,1.0,0.0,71.0
413,0.0,23.0,0.0,0.0,0.0,72.0
414,2.0,-11.0,2.0,0.0,1.0,76.0
415,1.0,-21.0,2.0,1.0,0.0,45.0
416,0.0,0.0,0.0,0.0,2.0,9.0
417,1.0,-17.0,1.0,0.0,0.0,6.0
418,0.0,-3.0,1.0,1.0,0.0,77.0
419,1.0,-19.0,2.0,1.0,0.0,51.0
420,-1.0,15.0,0.0,1.0,0.0,12.0
421,0.0,10.0,1.0,1.0,0.0,71.0
422,0.0,15.0,2.0,2.0,0.0,70.0
423,1.0,-10.0,1.0,0.0,0.0,71.0
424,0.0,13.0,1.0,1.0,0.0,72.0
425,2.0,-18.0,2.0,0.0,0.0,79.0
426,-1.0,42.0,2.0,3.0,0.0,33.0
427,1.0,0.0,1.0,0.0,1.0,7.0
428,0.0,-4.0,1.0,1.0,2.0,71.0
429,0.0,33.0,0.0,0.0,1.0,20.0
430,3.0,59.0,3.0,0.0,8.0,71.0
431,-1.0,-15.0,2.0,3.0,1.0,31.0
432,1.0,1.0,1.0,0.0,3.0,50.0
433,-1.0,39.0,0.0,1.0,1.0,7.0
434,1.0,0.0,1.0,0.0,0.0,2.0
435,1.0,-32.0,1.0,0.0,1.0,19.0
436,0.0,12.0,0.0,0.0,1.0,9.0
437,0.0,0.0,1.0,1.0,2.0,7.0
438,4.0,0.0,4.0,0.0,6.0,71.0
439,1.0,-25.0,1.0,0.0,3.0,64.0
440,-5.0,49.0,0.0,5.0,1.0,71.0
441,1.0,-56.0,2.0,1.0,0.0,6.0
442,-2.0,-5.0,0.0,2.0,0.0,4.0
443,-1.0,-9.0,0.0,1.0,0.0,3.0
444,0.0,-20.0,0.0,0.0,2.0,6.0
445,0.0,0.0,0.0,0.0,1.0,2.0
446,0.0,0.0,0.0,0.0,1.0,1.0
447,1.0,1.0,1.0,0.0,1.0,47.0
448,1.0,0.0,1.0,0.0,1.0,2.0
449,-1.0,-37.0,0.0,1.0,1.0,5.0
450,-1.0,-5.0,0.0,1.0,1.0,38.0
451,0.0,-27.0,1.0,1.0,0.0,4.0
452,-2.0,23.0,0.0,2.0,1.0,5.0
453,0.0,0.0,0.0,0.0,2.0,2.0
454,0.0,-10.0,0.0,0.0,2.0,71.0
455,1.0,15.0,2.0,1.0,5.0,71.0
456,-1.0,0.0,0.0,1.0,0.0,1.0
457,1.0,78.0,2.0,1.0,2.0,71.0
458,0.0,-28.0,1.0,1.0,1.0,19.0
459,0.0,0.0,0.0,0.0,1.0,1.0
460,0.0,17.0,1.0,1.0,1.0,28.0
461,2.0,-50.0,2.0,0.0,3.0,10.0
462,-1.0,-21.0,0.0,1.0,1.0,9.0
463,0.0,0.0,0.0,0.0,1.0,1.0
464,0.0,0.0,0.0,0.0,1.0,1.0
465,2.0,18.0,2.0,0.0,0.0,3.0
466,1.0,-23.0,1.0,0.0,2.0,71.0
467,0.0,0.0,0.0,0.0,1.0,1.0
468,0.0,-19.0,0.0,0.0,1.0,6.0
469,0.0,0.0,0.0,0.0,1.0,1.0
470,0.0,-29.0,0.0,0.0,3.0,22.0
471,-2.0,-12.0,0.0,2.0,1.0,8.0
472,1.0,27.0,3.0,2.0,1.0,46.0
473,1.0,-510.0,1.0,0.0,0.0,47.0
474,0.0,14.0,0.0,0.0,1.0,21.0
475,1.0,27.0,1.0,0.0,0.0,7.0
476,-3.0,18.0,0.0,3.0,7.0,71.0
477,0.0,0.0,0.0,0.0,1.0,1.0
478,0.0,23.0,0.0,0.0,1.0,2.0
479,2.0,-38.0,2.0,0.0,0.0,41.0
480,1.0,-36.0,2.0,1.0,2.0,10.0
481,-1.0,0.0,1.0,2.0,3.0,10.0
482,0.0,20.0,0.0,0.0,1.0,9.0
483,-2.0,-20.0,0.0,2.0,4.0,36.0
484,-1.0,0.0,0.0,1.0,0.0,2.0
485,0.0,-48.0,1.0,1.0,1.0,26.0
486,-1.0,-242.0,0.0,1.0,2.0,36.0
487,1.0,8.0,1.0,0.0,1.0,5.0
488,0.0,28.0,0.0,0.0,1.0,6.0
489,0.0,-29.0,0.0,0.0,1.0,8.0
490,0.0,1.0,1.0,1.0,1.0,46.0
491,1.0,-10.0,1.0,0.0,2.0,31.0
492,-1.0,24.0,2.0,3.0,3.0,71.0
493,0.0,0.0,0.0,0.0,1.0,6.0
494,1.0,-8.0,1.0,0.0,1.0,71.0
495,-1.0,-7.0,0.0,1.0,1.0,17.0
496,0.0,-5.0,0.0,0.0,2.0,4.0
497,2.0,-22.0,2.0,0.0,0.0,6.0
498,2.0,36.0,3.0,1.0,1.0,15.0
499,0.0,25.0,0.0,0.0,1.0,10.0
500,0.0,24.0,0.0,0.0,2.0,5.0
501,-2.0,17.0,0.0,2.0,1.0,65.0
502,0.0,-12.0,1.0,1.0,1.0,61.0
503,0.0,0.0,0.0,0.0,1.0,2.0
504,0.0,13.0,0.0,0.0,2.0,37.0
505,3.0,5.0,3.0,0.0,1.0,43.0
506,0.0,9.0,0.0,0.0,1.0,6.0
507,1.0,25.0,2.0,1.0,2.0,27.0
508,1.0,-19.0,1.0,0.0,0.0,23.0
509,0.0,12.0,0.0,0.0,1.0,4.0
510,0.0,-55.0,0.0,0.0,3.0,7.0
511,-1.0,10.0,2.0,3.0,0.0,13.0
512,1.0,-68.0,2.0,1.0,0.0,26.0
513,1.0,0.0,1.0,0.0,1.0,3.0
514,0.0,6.0,1.0,1.0,2.0,10.0
515,1.0,-9.0,1.0,0.0,1.0,29.0
516,-1.0,-18.0,1.0,2.0,2.0,15.0
517,0.0,-14.0,0.0,0.0,2.0,4.0
518,-2.0,114.0,0.0,2.0,1.0,21.0
519,2.0,19.0,2.0,0.0,1.0,35.0
520,-1.0,0.0,0.0,1.0,3.0,17.0
521,-1.0,0.0,0.0,1.0,0.0,1.0
522,2.0,0.0,2.0,0.0,0.0,2.0
523,0.0,36.0,0.0,0.0,1.0,3.0
