,rewardSum,profit,guessedRightCnt,guessedWrongCnt,guessUpCnt,guessDownCnt,guessSkipCnt,guessCnt
0,0.5799999999999997,62.0,7.0,10.0,17.0,0.0,25.0,42.0
1,-0.049999999999999795,13.0,5.0,10.0,15.0,0.0,15.0,30.0
2,1.25,-126.0,12.0,10.0,22.0,0.0,27.0,49.0
3,-3.850000000000001,360.0,10.0,10.0,20.0,0.0,20.0,40.0
4,-0.8799999999999999,-2692.0,9.0,10.0,19.0,0.0,41.0,60.0
5,-2.62,-1380.0,11.0,10.0,21.0,0.0,14.0,35.0
6,-2.37,-655.0,8.0,10.0,18.0,0.0,22.0,40.0
7,9.920000000000002,3106.0,10.0,10.0,20.0,0.0,22.0,42.0
8,2.7099999999999986,5924.0,14.0,10.0,24.0,0.0,28.0,52.0
9,10.160000000000002,36807.0,14.0,10.0,26.0,0.0,37.0,63.0
10,0.8900000000000017,60116.0,17.0,10.0,27.0,0.0,28.0,55.0
11,-3.12,-657.0,8.0,10.0,18.0,0.0,14.0,32.0
12,12.17,60067.0,26.0,8.0,34.0,0.0,37.0,71.0
13,-13.89,-158.0,3.0,10.0,18.0,0.0,14.0,32.0
14,-2.8300000000000005,8.0,5.0,10.0,15.0,0.0,9.0,24.0
15,-1.8199999999999998,57.0,11.0,10.0,21.0,0.0,18.0,39.0
16,3.8,376.0,14.0,10.0,24.0,0.0,23.0,47.0
17,-4.85,-460.0,9.0,10.0,19.0,0.0,21.0,40.0
18,-3.5700000000000003,-15.0,7.0,10.0,17.0,0.0,13.0,30.0
19,3.6,17278.0,15.0,10.0,25.0,0.0,17.0,42.0
20,-1.620000000000001,378.0,8.0,10.0,18.0,0.0,27.0,45.0
21,-1.83,-16.0,11.0,10.0,21.0,0.0,20.0,41.0
22,0.8399999999999999,-212.0,11.0,10.0,21.0,0.0,50.0,71.0
23,0.4700000000000002,-8.0,11.0,10.0,21.0,0.0,16.0,37.0
24,2.4899999999999993,-608.0,11.0,10.0,21.0,0.0,13.0,34.0
25,-0.5199999999999998,767.0,10.0,10.0,20.0,0.0,21.0,41.0
26,-4.33,133.0,5.0,10.0,15.0,0.0,17.0,32.0
27,-3.65,631.0,8.0,10.0,18.0,0.0,23.0,41.0
28,-3.66,60.0,8.0,10.0,18.0,0.0,24.0,42.0
29,-1.9200000000000004,45.0,6.0,10.0,16.0,0.0,5.0,21.0
30,-10.379999999999999,69.0,7.0,10.0,17.0,0.0,15.0,32.0
31,0.9099999999999997,-146.0,3.0,10.0,13.0,0.0,8.0,21.0
32,-4.130000000000001,-391.0,6.0,10.0,16.0,0.0,21.0,37.0
33,-1.2999999999999998,-163.0,6.0,10.0,16.0,0.0,19.0,35.0
34,-5.73,-2712.0,8.0,10.0,18.0,0.0,22.0,40.0
35,1.42,-119.0,11.0,10.0,21.0,0.0,26.0,47.0
36,11.84,46437.0,14.0,10.0,24.0,0.0,22.0,46.0
37,-1.0400000000000003,-728.0,11.0,10.0,21.0,0.0,25.0,46.0
38,10.059999999999999,1883.0,9.0,10.0,19.0,0.0,11.0,30.0
39,3.4600000000000004,4400.0,12.0,10.0,22.0,0.0,20.0,42.0
40,-5.729999999999999,-3888.0,11.0,10.0,21.0,0.0,13.0,34.0
41,-3.7999999999999994,10.0,7.0,10.0,17.0,0.0,12.0,29.0
42,0.01999999999999999,100.0,10.0,10.0,20.0,0.0,27.0,47.0
43,-5.309999999999999,10521.0,11.0,10.0,21.0,0.0,28.0,49.0
44,3.4400000000000004,443.0,8.0,10.0,18.0,0.0,20.0,38.0
45,-3.01,-832.0,7.0,10.0,17.0,0.0,27.0,44.0
46,-2.08,-70.0,6.0,10.0,16.0,0.0,14.0,30.0
47,-6.839999999999999,-181.0,6.0,10.0,16.0,0.0,13.0,29.0
48,-3.93,-31.0,3.0,10.0,13.0,0.0,12.0,25.0
49,2.2299999999999986,132.0,13.0,10.0,23.0,0.0,26.0,49.0
50,-13.4,-320.0,1.0,10.0,11.0,0.0,21.0,32.0
51,-3.3700000000000006,-5.0,7.0,10.0,17.0,0.0,28.0,45.0
52,3.3099999999999996,-162.0,8.0,10.0,18.0,0.0,16.0,34.0
53,1.9300000000000002,94333.0,17.0,10.0,27.0,0.0,24.0,51.0
54,1.2800000000000002,150.0,6.0,10.0,16.0,0.0,4.0,20.0
55,-1.23,-19.0,5.0,10.0,15.0,0.0,23.0,38.0
56,-0.8600000000000001,-15.0,6.0,10.0,16.0,0.0,15.0,31.0
57,3.7800000000000002,65042.0,16.0,10.0,26.0,0.0,24.0,50.0
58,-1.0999999999999996,84636.0,18.0,10.0,28.0,0.0,22.0,50.0
59,-0.27999999999999986,-62.0,7.0,10.0,17.0,0.0,27.0,44.0
60,4.0600000000000005,5989.0,12.0,10.0,22.0,0.0,19.0,41.0
61,-4.92,-4863.0,10.0,10.0,20.0,0.0,15.0,35.0
62,-15.720000000000002,-1151.0,6.0,10.0,17.0,0.0,28.0,45.0
63,-0.37000000000000055,14713.0,13.0,10.0,23.0,0.0,25.0,48.0
64,2.0799999999999983,174.0,7.0,10.0,17.0,0.0,18.0,35.0
65,2.499999999999999,63759.0,17.0,10.0,27.0,0.0,35.0,62.0
66,0.25,36063.0,17.0,10.0,27.0,0.0,34.0,61.0
67,6.77,-538.0,14.0,10.0,24.0,0.0,22.0,46.0
68,1.15,88.0,14.0,10.0,24.0,0.0,19.0,43.0
69,2.7755575615628914e-16,-224.0,8.0,10.0,18.0,0.0,29.0,47.0
70,6.49,12216.0,14.0,10.0,24.0,0.0,24.0,48.0
71,-7.880000000000001,-472.0,7.0,10.0,17.0,0.0,14.0,31.0
72,0.22000000000000097,-151.0,9.0,10.0,19.0,0.0,22.0,41.0
73,3.619999999999999,-103.0,8.0,10.0,18.0,0.0,19.0,37.0
74,-2.2600000000000002,423.0,8.0,10.0,18.0,0.0,17.0,35.0
75,1.79,111584.0,16.0,10.0,26.0,0.0,28.0,54.0
