,sumPercent,rewardSum,profit,guessedRightCnt,guessedWrongCnt,guessUpCnt,guessDownCnt,guessSkipCnt,guessCnt
0,-18.299799999999976,-40.682700000000004,-54.45230000000083,33.0,36.0,0.0,69.0,95.0,167.0
1,27.3241,-37.62400000000001,-45.72370000000046,38.0,50.0,0.0,88.0,79.0,167.0
2,4.119799999999998,-27.838099999999997,-60.773699999999735,38.0,33.0,0.0,71.0,95.0,167.0
3,-0.07009999999998584,-17.725399999999997,-48.05760000000009,40.0,46.0,0.0,86.0,80.0,167.0
4,3.708399999999987,-9.215199999999998,-49.42209999999977,36.0,42.0,0.0,78.0,86.0,167.0
5,-15.963199999999993,-11.7854,-48.0619999999999,42.0,43.0,0.0,85.0,82.0,167.0
6,4.871200000000002,-21.588300000000004,-48.755699999999706,49.0,32.0,0.0,81.0,85.0,167.0
7,21.086599999999976,-55.051700000000025,-49.156199999999444,33.0,43.0,0.0,76.0,91.0,167.0
8,-7.948499999999996,-25.171899999999997,-57.1283999999996,38.0,35.0,0.0,73.0,93.0,167.0
9,-1.9702000000000055,-34.0118,-47.83770000000004,36.0,50.0,0.0,86.0,80.0,167.0
10,15.239100000000008,-19.970200000000006,-48.03280000000086,35.0,47.0,0.0,82.0,83.0,167.0
11,-48.7929,-42.9994,-55.27820000000065,54.0,34.0,0.0,88.0,76.0,167.0
12,20.79369999999998,-23.046300000000006,-48.51430000000073,32.0,49.0,0.0,81.0,86.0,167.0
13,-6.193600000000011,-15.952599999999999,-44.65020000000004,40.0,48.0,0.0,88.0,78.0,167.0
14,-21.994500000000016,-43.2989,-52.53240000000005,40.0,45.0,0.0,85.0,82.0,167.0
15,1.5922999999999803,-52.4028,-39.5658999999996,47.0,36.0,0.0,83.0,82.0,167.0
16,-7.165400000000005,-12.118200000000003,-53.01939999999922,44.0,35.0,0.0,79.0,88.0,167.0
17,5.582999999999984,-32.479299999999995,-41.08499999999913,41.0,54.0,0.0,95.0,71.0,167.0
18,-11.112799999999996,-11.253100000000003,-55.5679999999993,41.0,36.0,0.0,77.0,90.0,167.0
19,5.104299999999988,-16.5341,-50.201499999999214,37.0,45.0,0.0,82.0,85.0,167.0
20,0.7934999999999803,-40.36370000000001,-48.71850000000086,35.0,47.0,0.0,82.0,85.0,167.0
21,-1.6382999999999868,-34.9394,-54.03869999999915,39.0,38.0,0.0,77.0,90.0,167.0
22,5.6216999999999935,-12.981800000000003,-43.59510000000046,40.0,51.0,0.0,91.0,74.0,167.0
23,0.45410000000001105,-32.7745,-48.035499999999956,44.0,43.0,0.0,87.0,80.0,167.0
24,5.148100000000056,-93.88200000000002,-37.973400000000765,44.0,52.0,0.0,96.0,71.0,167.0
25,-2.93480000000001,-60.700399999999995,-63.954900000000634,38.0,36.0,0.0,74.0,93.0,167.0
26,-6.717099999999988,-9.249100000000002,-52.954100000000835,39.0,39.0,0.0,78.0,88.0,167.0
27,19.47909999999999,-28.173200000000005,-41.87089999999989,37.0,56.0,0.0,93.0,74.0,167.0
28,-0.12170000000000414,-38.495200000000004,-53.76209999999992,48.0,36.0,0.0,84.0,83.0,167.0
29,3.171900000000008,-44.3816,-43.47990000000027,40.0,50.0,0.0,90.0,77.0,167.0
30,8.904699999999991,-18.9343,-53.4333000000006,38.0,36.0,0.0,74.0,90.0,167.0
31,-16.2442,-17.593,-58.13349999999991,38.0,38.0,0.0,76.0,91.0,167.0
32,-7.927400000000006,-45.84649999999999,-48.34619999999995,52.0,40.0,0.0,92.0,75.0,167.0
33,8.904199999999989,-19.9991,-46.35479999999916,36.0,52.0,0.0,88.0,79.0,167.0
34,-5.924099999999974,-31.263899999999996,-45.26549999999952,48.0,46.0,0.0,94.0,73.0,167.0
35,-17.145999999999987,-40.76250000000001,-49.42710000000079,48.0,41.0,0.0,89.0,78.0,167.0
36,-24.401900000000005,-22.135399999999997,-48.77100000000064,49.0,38.0,0.0,87.0,80.0,167.0
37,-24.70970000000004,-29.83129999999999,-46.860099999999875,48.0,42.0,0.0,90.0,74.0,167.0
38,15.148199999999989,-25.5782,-49.158799999999246,35.0,47.0,0.0,82.0,84.0,167.0
